,title,title_label,description,description_label
139,민주당 박찬대 이재명 심 판결은 사법부 역사에 오점 동조할 국민 없 ,0,박 원내대표는 이 대표 심 판결로 윤석열 대통령과 김건희 여사를 향한 사법적 판단이 필요하다는 여론이 더욱 강화될 것이라고 강조했다 그는 이번 엉터리 판결 이후 윤 대통령과 김 여사도 처벌받아야 한다는 여론이 ,1
140, 포토 공직선거법 유죄 판결 후 첫 최고위 참석한 이재명 대표,1,이날 이 대표는 김건희 여사 특검법에 대한 강경한 입장을 밝혔다 그는 국민의 압도적 다수가 김건희 특검을 바라고 있다 며 특검법이 반드시 실현되도록 최선을 다하겠다 고 밝혔다 일요시사 ,1
141,명품백 들고 질의하는 조인철 의원,1,박장범 한국방송공사 사장 후보자 인사청문회에서 박 후보자가 윤석열 대통령과의 신년대담을 진행하면서 김건희 여사가 받은 명품백을 파우치로 표현한 것에 대해 명품백을 들고 질의하고 있다 뉴스 ,1
142,송순호 민심의 도씨는 김건희 특검 ,1,송순호 더불어민주당 최고위원이 일 오전 서울 여의도 국회에서 열린 최고위원회의에 참석해 발언하고 있다 뉴스 ,1
143,박찬대 이재명 심 유죄 판결 사법 살인 법적 안정성 훼손 ,0,박 원내대표는 윤석열 대통령과 김건희 여사도 처벌받아야한다는 여론이 확산되고 있다고 주장했다 박 원내대표는 이번 엉터리 판결 이후 김건희 여사와 윤석열 대통령도 처벌받아야 한다는 여론이 확산하고 있다 면서 ,1
144, 명백한 사법살인 민주 이재명 심 실형 작심 비판,0,이재명 대표는 무죄 라며 이 대표를 죽여야 자신들이 산다는 윤건희 윤석열 대통령 김건희 여사 부부 한편 이재명 대표는 이날 판결에 대한 직접적인 언급은 하지 않았지만 검찰을 비판하면서 김건희 특검법 통과를 ,1
145,과방위 전체회의에 등장한 명품백,1,더불어민주당 의원 등이 조인철 의원이 박 후보자가 윤석열 대통령과의 신년대담을 진행하면서 김건희 여사가 받은 명품백을 파우치로 표현한 것에 대한 질의를 하기 위해 준비한 명품백을 보고 있다 뉴스 ,1
146, 기자 명 반대 성명에도 박장범 반성할 생각 없어 ,0,박 후보자가 지난 월 윤석열 대통령 신년대담 중 김건희 여사가 받은 디올백을 파우치 라고 표현한 것이 권력에 대한 아부라는 지적에 대해선 파우치는 팩트 사실 이고 상품명 이라고 반박했다 ,1
147,이재명 김건희 특검 반드시 통과돼야 ,1,이재명 더불어민주당 대표가 김건희 여사 특검법이 반드시 통과돼야 한다고 재차 강조했습니다 이 대표는 오늘 일 오전 국회에서 열린 최고위원회의에서 민주공화국의 주인은 주권자인 국민이고 국민들이 이 나라의 ,1
148,민주 무죄로 단일대오 윤 대통령 부부 논란 직격,0,예상되는 김건희 여사 특검법 의 재표결을 앞둔 상황에서 내부 분열이야말로 당의 더 큰 위기라는 인식이 특히 시민단체와 함께 집회를 개최해 김 여사의 각종 의혹을 규명할 김건희 여사 특검법 의 수용을 압박할 ,1
149, 거짓 에 단죄당한 이재명 국민도 그를 버리기 시작했다 포커스 ,0,일대에서 김건희 윤석열 국정농단 규탄 특검 촉구 제 차 국민 행동의 날 집회를 열었다 이 대표가 일 장외집회는 김건희 여사를 겨눈 특검 촉구와 정부 규탄을 명분으로 시작했지만 이 대표의 무죄를 주장하는 ,1
150,박찬대 이재명 심 판결은 명백한 사법살인 ,0,박 원내대표는 야당 대표와 배우자는 년 넘게 수사와 재판을 받는데 김건희 여사는 기소조차 되지 뒤이어 대통령과 국민의힘이 특검을 거부한다면 국민이 끝까지 죄를 물을 것 이라며 정부 여당에 김건희 여사 ,1
151, 김건희 특검 촉구 차 비상행동 돌입 일 장외집회도 예고,0, 일 김건희 특검법 관철을 위한 차 비상행동에 돌입한다 황정아 민주당 대변인은 이날 최고위원회의 후 오늘 오후 시 선포식을 개최하고 오는 일까지 비상행동을 이어갈 예정 이라고 말했다 민주당은 또 김건희 ,1
152,이재명 김여사특검 임명해 훼손되는 법질서 지켜야 ,0,따라서 김건희 여사 특검이 반드시 실현될 수 있도록 최선을 다하겠다 고 밝혔다 이재명 대표는 이날 오전 앞서 수사대상을 도이치모터스 주가조작 의혹과 공천개입 의혹 등으로 한정한 김건희 여사 특검법 은 이 ,1
153,이재명 국민 다수 바라는 특검 거부권 예상 ,0,이투데이 정성욱 기자 | 민주당 최고위원회의서 발언 특검 실현 최선 주가 하락 외인 주식 비중 최저 정책 전환해야 이재명 더불어민주당 대표가 국민의 압도적 다수가 김건희 여사 특검을 바라고 있는 만큼 ,1
154,박찬대 이재명 심은 사법살인 보수서도 비판 나와 ,1,박 원내대표는 이 대표에 대한 심 판결이 윤석열 대통령과 배우자 김건희 여사를 압박하는 기폭제가 될 것이라고도 말했다 그는 이번 엉터리 판결로 김건희 윤석열 처벌 여론이 늘었다 국민들은 그런데 김건희 는 ,1
155,이재명 이 나라 대통령 것 아냐 특검으로 법질서 지켜내야 ,0,이재명 더불어민주당 대표가 김건희 특검법 이 반드시 통과돼야 한다면서 검찰이 제대로 하지 못하면 이어 주권자 국민이 이 나라의 법질서 회복을 바라고 있다 며 김건희 특검법은 반드시 통과돼야 한다 고 ,1
156,이재명 국민 압도적 다수가 바라는 특검 실현에 최선 ,1,더불어민주당 이재명 대표는 오는 일 국회 재표결이 예상되는 김건희 여사 특검법 을 국민의 압도적 다수가 바라고 있다며 반드시 통과되어야 한다고 말했습니다 이 대표는 최고위원회의에서 검찰이 불공정한 권한 ,1
157,이재명 김건희 특검법 거부권 예상 나라는 대통령 혼자 것 아냐 ,0,이 대표의 발언은 검찰이 김건희 여사의 각종 의혹을 수사하는 데 소극적이라는 점을 언급하며 김건희 여사 특검법 의 필요성을 강조한 것으로 풀이됩니다 이 대표는 국민이 이 나라의 법 질서 회복을 바란다 며 특검은 ,1
158,이재명 김건희 특검법 반드시 통과 유죄 선고 뒤 첫 공개발언,1,당연하다 며 김건희 특검법 처리를 거듭 압박했다 공직선거법 위반 혐의로 지난 일 심에서 의원직 이 대표는 대통령의 김건희 특검법에 대한 거부권 행사가 예상된다 면서도 그러나 국민의 압도적 ,1
159,민주 이재명 방어 총력전 윤 대통령 부부 겨냥하며 전열 정비,0,민주당 내에서는 오는 일 이 대표의 위증교사 혐의 심 선고를 비롯해 윤석열 대통령이 재의요구권을 행사할 경우 일로 예상되는 김건희 여사 특검법 의 재표결을 앞둔 상황에서 분열이야말로 당의 더 큰 위기라는 ,1
160,조국 민주당 김건희 특검법은 올리면서 왜 검찰개혁법은 안 올리나 ,0,조국 조국혁신당 대표는 일 더불어민주당을 향해 김건희 특검법은 대통령이 거부할 것을 감수하면서도 본회의에 올리면서 왜 검찰의 수사 기소 분리 법안은 올리지 않는 건가 라고 지적했다 조 대표는 이날 오전 ,1
161,이재명 권한남용 범죄 은폐로 질서 어지럽혀 특검 통과돼야 ,0,특검은 반드시 통과돼야 한다 며 김건희 여사 특검법 의 필요성을 강조했다 이어 대통령의 특검법에 대한 거부권 재의요구권 행사가 예상되지만 이 나라는 대통령 혼자의 것이 아니다 라며 국민의 압도적 다수가 ,1
162,이재명 심 언급 없이 김건희 특검법 통과돼야 ,0,이재명 더불어민주당 대표가 일 오전 서울 여의도 국회에서 최고위원회의를 마친 후 이석하고 있다 뉴스 ,1
163,창원지검 대통령 내외 고발 시민단체 대표 일 고발인 조사,0,이 단체는 지난달 일과 일 두 차례에 걸쳐 윤석열 대통령과 김건희 여사 명태균씨 김영선 전 의원 하고 김건희 여사와 친분을 통해 김 전 의원의 보궐선거 공천을 약속받았다고 주장해 왔다 검찰은 지난 일 명 ,1
164,조국혁신당 민주당 얼마나 더 당할건가 수사 기소 분리 동참하라 ,0,한편 김건희 여사가 자신과 윤 대통령이 정치적 고비에 처할 때마다 역술인들에게 정치적 조언을 구했다는 보도에 대해 조 대표는 무속 중독 이라고 꼬집었다 그는 윤석열 김건희 부부는 사주나 무속 풍수 등에 ,1
165,이재명 심 선고 후 첫 최고위 김건희 특검법 통과돼야 ,1,이재명 더불어민주당 대표가 일 오전 서울 여의도 국회에서 최고위원회의를 마친 후 이석하고 있다 뉴스 ,1
166,최민희 비명계 움직이면 죽는다 당원과 함께 죽일 것 발언 논란,0,최 의원은 이날 오후 오후 광화문 일대에서 진행된 김건희 윤석열 국정농단 규탄 특검 촉구 제 차 국민행동의 날 집회에 나와 오마이 등 유튜브 채널과의 인터뷰에서 다시 숨죽이고 있던 민주당 내 분열 세력들이 ,1
167,이재명 대표 김건희 특검법 반드시 통과돼야 ,1,이재명 더불어민주당 대표가 일 오전 서울 여의도 국회에서 열린 최고위원회의에 참석해 발언하고 있다 뉴스 ,1
168,이재명 김건희 특검법 반드시 통과돼야 ,1,이재명 더불어민주당 대표가 일 오전 서울 여의도 국회에서 열린 최고위원회의에 참석해 전현희 최고위원 발언을 들으며 생각에 잠겨 있다 뉴스 ,1
169,이재명 민생 행보 지속 무협 전상연 등 만나며 외연 확장,1,한편 민주당은 김건희 특검법 관철을 위해 이날부터 차 비상행동에 돌입한다 이와 함께 오는 일에는 시민사회와 함께 수도권 집중 장외집회를 일에는 전국 단위의 집회를 계획하고 있다 ,1
170,박찬대 이재명 심 엉터리 판결 명백한 사법살인 ,0,박 원내대표는 오히려 김건희 여사와 윤석열 대통령이 처벌받아야 한다고 주장했습니다 그는 제 야당 대표와 배우자가 년 넘게 수사와 재판을 받고 있는데 왜 김건희 여사에 대한 수사는 제대로 이뤄지지 않고 심지어 ,1
171,이재명 검찰 권한 남용 범죄 은폐로 나라 어지럽혀 ,0,검찰이 윤 대통령 측근의 각종 의혹을 수사하는 것에 소극적이라는 점을 짚고 김건희 여사 특검법의 필요성을 다시 한번 역설한 것으로 풀이된다 이 대표는 이 나라는 대통령 혼자의 것이 아니다 라며 국민의 압도적 ,1
172, 이 나라는 대통령 혼자의 것이 아니다 이상섭의 포토가게 ,0, 이번 김건희 여사 특검법은 반드시 통과돼야 한다 며 대통령의 거부권 행사가 예상되지만 이 나라는 이상섭 기자 이 대표는 선고 다음 날인 지난 일 서울 광화문 앞에서 열린 김건희 윤석열 국정농단 규탄 및 ,1
173,이재명 김건희 특검법 이번에 반드시 통과돼야 ,1,이재명 더불어민주당 대표가 일 김건희 여사 특검법 에 대해 이번 특검은 반드시 통과돼야 한다 고 이 대표는 이 선고 다음 날인 지난 일 서울 광화문 앞에서 열린 김건희 윤석열 국정농단 규탄 및 특검 촉구 차 ,1
174,박형욱 위원장 무조건 협상 없다 책임자 문책하라 ,0,의료 소송 위험을 다루면서 김건희 여사의 명품 가방 수수 논란도 언급했다 박 위원장은 정부 의료사고심의위원회 에서 의사 중과실이 아니라고 판단해도 검사가 기소하면 막을 방법이 있느냐 면서 대검찰청 ,1
175,명품백 들고 질의하는 조인철 의원,1,박장범 한국방송공사 사장 후보자 인사청문회에서 박 후보자가 윤석열 대통령과의 신년대담을 진행하면서 김건희 여사가 받은 명품백을 파우치로 표현한 것에 대해 명품백을 들고 질의하고 있다 뉴스 ,1
176,홍준표 뒷담화하고 당원 게시판에 비방글이나 쓰는 비열한 짓 하지 말 ,0,최근 국민의힘 내부에서는 윤석열 대통령과 김건희 여사를 비난한 당원 게시판 글과 관련된 논란이 이어지고 있다 해당 글의 작성자가 한 대표와 그의 가족들의 이름과 같다는 의혹이 제기되며 친윤 친윤석열 계에서는 ,1
177,박찬대 이재명 심 판결에 사법 살인 법적 안정성 훼손 ,0,박 원내대표는 이번 엉터리 판결 이후 김건희 여사와 윤석열 대통령도 처벌받아야 한다는 여론이 확산하고 있다 면서 제 야당 대표와 배우자가 년이 넘게 수사받고 재판받는데 왜 김건희 여사에 대한 수사는 제대로 ,1
178, 이재명 심 후폭풍 야당 정치판결 여당 일 법정구속 ,0,다만 반사이익 은 크지 않을 거라며 김건희 여사 문제 등으로 불거진 당내 쇄신 과정은 이어가야 한다는 목소리도 적잖습니다 당 지도부 핵심관계자는 대통령실에 대 개혁을 요구할 때도 여야의정 성사 노력을 ,1
179, 더 큰 것 온다 이재명 일 위증교사 심 초긴장 ,1,당 지도부는 김건희 특검법 통과로 맞대응하겠단 전략이다 이 대표는 이날 최고위원회의에서 이번 김 여사 특검은 반드시 통과돼야 한다 윤 대통령의 거부권 행사가 예상되지만 국민의 압도적 다수가 특검을 원하고 ,1
180,이재명 여당에 김건희 특검법 수용 압박 압도적 다수의 뜻 ,1,이재명 더불어민주당 대표가 일 여당인 국민의힘을 향해 김건희 여사 특별검사법안 특검법 수용을 재차 촉구했다 이 대표는 이날 오전 서울 여의도 국회 본관에서 열린 당 최고위원회의에서 압도적 다수가 특검법 ,1
181,이재명 국민들이 법질서 회복 바라 특검에 최선 ,1,예상된다 며 그러나 이 나라는 대통령 혼자의 것이 아니다 라고 말했다 일 국회 본회의를 통과한 세 번째 김건희 여사 특검법은 윤석열 대통령이 기한 내 재의요구권을 행사하면 일 재표결이 이뤄질 것으로 보인다 ,1
182,박찬대 이재명 판결 뒤 대통령 부부도 처벌 여론 확산 ,0,박 원내대표는 최고위원회의에서 제 야당 대표와 배우자가 년 넘게 수사와 재판을 받는데 김건희 여사 수사는 제대로 이뤄지지 않고 기소조차 되지 않아 국민이 분노하고 있다며 이같이 말했습니다 이어 공천개입을 ,1
183,이재명 정치 궁극적 주체는 국민 법질서 회복 바란다 ,1, 김건희 여사에 대한 특별검사법 통과를 촉구하는 맥락에서 나온 발언으로 본인 재판과 관련된 직접적 언급은 없었다 이 대표는 일 국회에서 열린 최고위원회의에서 정치의 궁극적 주체는 국민 이라며 민주공화국의 ,1
184,박찬대 이재명 중형 에 그런데 김건희 는 윤석열은 ,0, 그런데 김건희 는 그런데 윤석열은 박찬대 더불어민주당 원내대표가 제 야당 대표와 배우자는 년 넘도록 수사와 재판을 받고 있는데 김건희 여사는 기소조차 되지 않은 데 국민들이 분노하고 있다 고 말했다 박 ,1
185,민주 방어 총력전 대통령 부부 겨냥하며 전열 정비,0,예상되는 김건희 여사 특검법 의 재표결을 앞둔 상황에서 분열이야말로 당의 더 큰 위기라는 인식이 읽힌다 특히 시민단체와 함께 집회를 개최해 김 여사의 각종 의혹을 규명할 김건희 여사 특검법 의 수용을 ,1
186,이재명 검찰 불공정한 권한 행사로 국가 질서 어지럽혀 ,1,이 대표는 이번 김건희 특검 은 반드시 통과돼야 한다 며 대통령의 거부권 행사가 예상되지만 이 나라는 혼자의 것이 아니고 국민의 압도적 다수가 특검을 바라고 있기 때문에 특검이 실현될 수 있도록 최선을 다하겠다 ,1
187,김민석 한동훈 게시판 수사에 쫄아 김건희 살리기 결국 팽 당할 것 ,0,김민석 더불어민주당 최고위원은 일 게시판 수사에 쫄아 김건희 여사 살리기에 나선 한동훈 국민의힘 김 최고위원은 김건희 를 살리자고 불장난을 마다 않는 범죄 집단으로 온 나라를 불안 지역으로 만들 건가 라며 ,1
188,공천 개입 폭로자로 돌아선 이준석 아침 매일경제 ,0,김기흥 전 대통령실 부대변인 김진욱 전 민주당 대변인 김광삼 변호사 김수민 시사평론가 아침앤매일경제 김은미앵커 이준석 공천개입 명태균게이트 김민석 장예찬 추가폭로가능성 명태균 김건희 ,1
189,이재명 국민 법 질서 회복 바라고 있어 김건희 특검 반드시 통과 ,1,아울러 이 대표는 이번 김건희 특검은 반드시 통과돼야 한다 며 대통령의 거부권 행사가 예상되지만 국민의 압도적 다수가 특검을 바라고 있기에 주권자 뜻에 따라 특검이 반드시 실현되도록 최선을 다하겠다 고 ,1
190,이재명 검찰 권한 남용 범죄 은폐로 나라 어지럽혀 ,0,이 대표의 발언은 검찰이 김건희 여사의 각종 의혹을 수사하는 데 소극적이라는 점을 언급하며 김건희 여사 특검법 의 필요성을 강조한 것으로 풀이됩니다 이 대표는 국민이 이 나라의 법 질서 회복을 바란다 며 특검은 ,1
191,김민석 이재명 선고에 감정 실린 판결 모두의 상상 뛰어넘어 ,1,민주당은 선고 다음 날인 일 김건희 윤석열 국정농단 규탄 특검 촉구 제 차 국민 행동의 날 장외 집회를 이 대표는 어느 순간부터 이 나라의 주인은 윤석열 김건희 명태 균 등으로 바뀐 것 아닌가 하는 생각이 든다 ,1
192,검찰 명태균 의혹 에 이준석 집중 김소연 과 비율은 대 정도 ,1, 사진 연합뉴스 검찰이 정치 브로커 명태균씨를 둘러싼 각종 의혹의 핵심으로 윤석열 대통령과 김건희 아울러 김 변호사는 명씨가 함 교수 김건희 여사 조은희 전 서초구청장 현 국민의힘 의원 과 년 월 중순 ,1
193,위기의 이재명 특검 총공세 범죄 은폐로 나라 어지럽혀 ,0,이 대표의 발언은 검찰이 이 대표 자신을 향한 수사에는 적극적으로 나서면서 김건희 여사의 각종 의혹을 수사하는 데 소극적이다는 뜻으로 풀이된다 이 대표는 그러면서 특검이 반드시 통과돼야 한다 고 말했다 ,1
194,이재명 본인 재판 언급 없이 김건희 특검법 반드시 통과돼야 ,1,김경민 한병찬 기자 이재명 더불어민주당 대표는 일 이번 김건희 특검은 반드시 통과돼야 한다 고 또 김건희 특검법에 대해 대통령의 거부권 행사가 예상된다 며 이 나라는 대통령 혼자의 것이 아니다 국민의 ,1
195,이재명 국가 질서 어지럽혀 이번 특검 반드시 통과돼야 ,1,이상섭 기자 헤럴드경제 박상현 김해솔 기자 이재명 더불어민주당 대표는 일 김건희 여사 특검법과 관련 이 대표는 선고 다음 날인 지난 일 서울 광화문 앞에서 열린 김건희 윤석열 국정농단 규탄 및 특검 촉구 ,1
196,조국 이재명 재판 나쁘게 나온다고 국정농단 사라지지 않아 ,0,조국 조국혁신당 대표가 이재명 더불어민주당 대표 재판이 나쁘게 나온다고 해서 윤석열 김건희 국정농단이 사라지지 않는다 고 밝혔다 조 대표는 일 자신의 소셜미디어 에 이재명 대표의 허위사실 공표죄 심 ,1
197, 이 사람 죽여야겠다 아니면 불가능한 판결 법원 겨냥한 민주당 ,0,열린 김건희 윤석열 국정농단 규탄 특검 촉구 제 차 국민행동의 날 집회에서 발언하고 있다 뉴시스 법원의 이재명 더불어민주당 대표 유죄 판결에 재판부의 감정 이나 편견 등이 영향을 준 것 아니냐는 ,1
198,이재명 검찰 권한남용 범죄 은폐로 나라 어지럽혀 특검 통과돼야 ,0,이 대표의 발언은 검찰이 김건희 여사의 각종 의혹을 수사하는 데 소극적이라는 점을 언급하며 김건희 여사 특검법 의 필요성을 강조한 것으로 풀이됩니다 이 대표는 국민이 이 나라의 법 질서 회복을 바란다 며 ,1
199,이재명 검찰 불공정한 권한행사로 국가질서 어지럽혀 ,1, 사진 노진환 기자 이재명 더불어민주당 대표가 일 주권자의 뜻에 따라 김건희 특검법이 반드시 실현되도록 최선을 다하겠다 고 말했다 이 대표는 이날 국회에서 열린 최고위원회의에서 윤석열 대통령의 김건희 ,1
200,이재명 특검으로 법 질서 지켜야 이 나라 윤 대통령 것 아냐 ,0,조재완 김경록 기자 이재명 더불어민주당 대표는 일 김건희 특검법 과 관련해 검찰이 제대로 하지 못하면 특검을 임명해 훼손되는 법 질서를 지켜내는 것은 너무 당연하다 고 말했다 이 대표는 이날 오전 국회 ,1
201,박성민 이재명 지지율 빠지면 대안론 꿈틀 친명이 플랜 ,0,대통령 지지율 떨어지고 최근에 반등했다고는 하지만 어쨌든 김건희 여사 문제도 있고 이번에 이재명 대표 심이 저렇게 중형이 나오면서 여권 입장에서는 뭔가 흐름을 바꿀 반전의 기회가 왔다 이렇게 보십니까 아니면 ,1
202,예산 없는 예산 국회 김건희 이재명 만 외치다 시한 넘기나,0, 첨예한 정치 공방은 예산 심사까지 이어져 여야는 각각 이재명 대표 김건희 여사 공세에 열중하고 야당은 대통령 민생토론회에서 언급된 사업과 마음건강지원사업 등 이른바 김건희 여사 관심 사업들에 대한 ,1
203, 정치시그널 인터뷰 전문 이상민 이재명 위증교사 중벌 받게될 ,0,변화 쇄신해야 김건희 의 국민의힘 되어선 안 돼 한동훈 확실한 리더십 필요 이준석 년 가지 두 번째 신호 김건희 여사 리스크를 방어하는 데 급급했던 국민의힘이 반격에 나섰습니다 일 이재명 대표의 ,1
204, 시선집중 김민석 사법리스크 용산 점을 백번 쳐도 이재명 중심 정 ,0, 김건희 여사 특검법 같은 정말 국민이 원하는 법 이런 거나 잘 투표하시고 그것이 여당다운 일 아니겠는가 이런저런 상황과 상관없이 본질적인 문제는 김건희 여사 문제를 정리하는 것이고 그 문제가 정리되지 않으면 ,1
205,여 내달 일까지 예산안 통과 최선 이재명 방탄 목적 예산 삭감 안 돼 ,0, 정부의 전 국민 마음 투자 지원 사업 과 개 식용 종식 사업 은 김건희 예산 으로 규정하고 삭감을 주장하고 있다 국민의힘은 개 분야 주요 민생예산 개를 마련해 내년도 예산안에 반영하겠다는 방침이다 구체적으로 ,1
206,폴리뉴스 모닝브리핑 월 일 금요일,0, 종합 세 번째 김건희 특검법 야당 주도 통과 국힘 표결 직전 퇴장 이슈 김건희 없이 한동훈 환송 나홀로 행 차 한미일 정상 트럼프 첫 만남 ,1
207,민주당 박찬대 이재명 심 공직선거법 선고는 엉터리 판결 ,0,대통령과 김건희 여사에 대해서도 처벌을 받아야 한다는 여론이 확산되고 있다 라며 이와같이 말했다 박찬대 원내대표는 작용은 반작용을 낳는데 이에 대해 많은 국민들이 그런데 김건희 는 그런데 윤석열은 ,1
208, 사법불복 방탄집회 파란 이재명 펄펄하게 살아있다 ,1, 김건희 윤석열 국정농단 규탄 및 특검 촉구 집회였지만 실제는 이대표 방탄 대회로 비쳤다 이날 비옷을 걸치고 앞자리에 앉은 이대표 박찬대 원내대표 김민석 최고위원의 촛불은 비바람에 꺼진 모습이었다 일 오후 ,1
209, 정치시그널 장성철 이준석이 지난 년 선거에서 가지 정도 부적 ,0, 여당 대표가 김건희 여사를 만나 공천 문제를 왜 상의했느냐 는 비판에 대해 장 소장은 김정재 당시 경북도당위원장이 여사 뜻 을 언급하며 특정인을 밀었기 때문에 이 의원은 당시 당 대표로서 김건희 여사에게 직접 ,1
210,비명계 정치적 기지개 켜나 김경수 내년 월 귀국할 듯,0,이와 반대로 이 재판에서 무죄 판결이 나온다면 이 대표는 기사회생하고 정치검찰론 및 윤석열 김건희 퇴진론 이 힘을 받게 될 것으로 전망된다 만일 오는 일 위증교사 재판에서 금고 이상의 형 집행유예 포함 이 ,1
211,박찬대 이재명 심 역사의 오점으로 남을 최악 판결 ,0,박 원내대표는 이번 엉터리 판결 이후 김건희 윤석열 대통령도 처벌받아야 한다는 여론이 확산하고 있다 고 강조했다 그는 많은 국민께서는 그런데 김건희 는 그런데 윤석열은 이라고 묻는다 며 제 야당의 대표와 ,1
212, 정치전망대 김철현 비명계 이제 좀 꿈틀거릴 듯 최창렬 여권의 핵 ,0, 김건희 여사 특검법이 이걸 만약에 재의결할 때 부결 표를 던질 이 단일대오를 할 명분이 생기니까 진영과 그리고 여권 같은 경우는 지금 어떤 김건희 여사 리스크라든가 여러 가지 명태균 리스크나 이런 것들이 조금 ,1
213, 이슈 위증교사 재판 이재명 유죄 예상 속 법정구속 가능성은 ,0,민주당은 지난 일 김건희 윤석열 국정농단 규탄 특검 촉구 란 이름으로 서울 광화문 광장 인근에서 정권 퇴진을 촉구하는 장외집회를 벌였다 연단에 오른 민주당 인사들은 일 있었던 이 대표 공직선거법 위반 혐의 ,1
214,조응천 이재명 조기대선 외 방법 없어 트럼프식 정치투쟁할 것 ,0, 김건희 여사가 무속인하고 문자를 주고받았다 이런 얘기들이 한겨레 에서 그 무속인을 취재해서 기사를 썼던데요 아직 용산의 반응은 여기에 대한 언급은 나와 있지 않습니다 김건희 여사가 최근인가요 년 월에 ,1
215, 내년도 예산안 민생 챙기고 정부 원안 사수한다,1,김 정책위의장은 개식용 종식법 마음건강사업 등을 김건희 예산 으로 규정한 것을 프레임 이라고 비판했다 국민의힘은 지자체와 협의한 민생토론회 사업에 대해 포퓰리즘이라 비난해 놓고 국회심의에서 꼼수 증액을 ,1
216,김근식 포스트 이재명 정청래 김민석 박원석 국힘 신났나 ,0,무엇보다 김건희 여사 문제와 관련된 의혹이 전혀 해소가 안 되고 있는데 특별감찰관을 임명한다고 해서 오히려 우리의 민심의 이반과 우리 윤석열 대통령의 고집불통과 이런 인적 쇄신을 안 하고 정말 김건희 여사 ,1
217,박찬대 이재명 심 엉터리 판결 윤 처벌 받아야 한다는 여론 확산 ,0,박 원내대표는 이날 오전 국회 본청에서 열린 최고위원회의에서 이번 엉터리 판결 이후 김건희 윤석열 그런데 김건희 는 그런데 윤석열은 이라고 했다 그는 제 야당의 대표와 배우자가 년 넘게 수사를 받고 ,1
218, 판결 불복 판사 겁박 차 장외집회 맹비난,1,이재명 더불어민주당 대표가 일 오후 서울 종로구 광화문 앞에서 열린 김건희 윤석열 국정농단 규탄 특검 일 더불어민주당은 서울 광화문 일대에서 김건희 윤석열 국정농단 규탄 및 특검 촉구 제 차 집회를 ,1
219,김민석 최고위원 국힘 이재명 재판 과정 모니터링 비판 국정에 신 ,1,그는 김건희 여사 특검법 같은 정말 국민이 원하는 법 이런 거나 잘 투표하시고 그것이 여당다운 일 아니겠는가 알아서 그건 판단하시라 이렇게 말씀드리고 싶다 고 했다 앞서 국민의힘은 법률자문위원회는 이 대표와 ,1
220, 전격시사 김영우 전 국민의힘 의원 신경민 전 더불어민주당 의원 ,1,것이고 김건희 특검법과 관련해서도 직접 관련이 있냐 없냐는 조금 있다 토론을 해보겠습니다만 직접 관련은 신경민 네 그러니까 김건희 특검법 관련도 굉장히 거칠게 나올 것이고 이재명 대표의 이 문제 앞으로 ,1
221,김동연 끝까지 함께 하겠다 나라 앞날 걱정 ,0,김 지사는 지난 일 서울 광화문 광장 일대에서 열린 김건희 윤석열 국정농단 규탄 특검 촉구 제 차 국민행동의 날 집회에 참석한 후 자신의 페이스북 광화문 집회에 참석했습니다 라는 제목의 글을 통해 늦은 ,1
222, 전격시사 박성준 더불어민주당 원내수석부대표 이대표 징역 년 ,1,그러면 김건희 여사와 관련된 수사 의혹들 그리고 윤석열 대통령과 관련된 수많은 의혹들이 지금 제기되고 명태균 관련된 부분 의혹이라든가 김건희 여사와 관련된 의혹에 대해서는 어떻게 하고 있습니까 국민들이 ,1
223, 막전막후 총 김 이 이재명을 밀어낼 수 있을까 ,1,이재명 대표는 자신의 공직선거법 위반 사건 재판 다음날인 지난 일 서울 광화문에서 열린 김건희 윤석열 김건희 특검법에 대한 윤석열 대통령의 거부권 행사 국회 재표결이라는 변수도 있다 민주당이 그동안은 ,1
224,박장범 사장 후보자 이틀 인청 파우치 발언 공세 예고,0,박 후보자가 김건희 여사 명품백 수수 의혹 관련 파우치 발언을 한 것에 대해 야권의 공세가 있을 것으로 보인다 과방위는 일부터 일까지 인사청문회를 진행한다 사장 후보자에 대한 인사청문회가 이틀에 ,1
225, 이재명을 원위치로 유죄 청부업자 판사 탄핵 뿔난 지지 ,1,이재명 더불어민주당 대표가 지난 일 서울 종로구 광화문 앞에서 열린 김건희 윤석열 국정농단 규탄 특검 촉구 제 차 국민행동의 날 집회에서 발언하고 있다 뉴시스 앞서 한 판사는 지난 일 공직선거법 위반 ,1
226,최민희 움직이면 죽일 것 경고에도 조심스레 몸 푸는 비명계,0,최 의원은 이 대표 선고 다음날인 일 서울 광화문에서 열린 김건희 윤석열 국정농단 규탄 특검 촉구 제 차 국민행동의 날 집회 현장에서 일부 유튜버와 만나 일부 언론이 민주당에 숨죽이던 비명계가 움직이기 시작했다 ,1
227,여야 일부터 내년도 정부 예산안 증 감액 심사 돌입 특활비 ,0,일명 지역사랑상품권 마음예산건강사업 등에 대해 여야가 각각 일명 이재명 예산 혹은 김건희 예산 민주당이 일명 김건희 여사 사업 이라고 비판했던 마음건강 지원사업 관련 예산은 국회 복지위원회에서 약 ,1
