,title,description,title_label,description_label
166,최민희 비명계 움직이면 죽는다 당원과 함께 죽일 것 ,앞서 최 의원은 지난 일 서울 도심에서 열린 김건희 윤석열 국정농단 규탄 특검촉구 제 차 국민행동의 날 집회에 참석 현장에서 오마이 와 인터뷰를 진행했습니다 최 의원은 이 자리에서 향후 재판을 어떻게 ,0,0
167,민주당 이재명 민생경제 챙길 것 일은 장외집회 ,원내는 김건희 특검법 관철을 위한 차 비상행동에 돌입합니다 황 대변인은 이날부터 오는 일까지 비상행동을 이어갈 예정이라고 설명했습니다 이 대표는 민생경제 분야에 집중할 예정입니다 오는 일 국내 ,0,1
168,이재명 검찰 권한 남용해 국가 질서 어지럽혀 ,검찰이 김건희 여사 관련 의혹 수사에 소극적이라고 지적한 것으로 풀이된다 이 대표는 이어 국민은 이 나라의 법질서가 회복되길 바란다 며 김 여사 특검 법 은 반드시 통과돼야 한다 며 대통령의 거부권 행사가 ,1,1
169,최민희 비명계 움직이면 죽는다 당원과 함께 죽일 것 ,앞서 최 의원은 지난 일 서울 도심에서 열린 김건희 윤석열 국정농단 규탄 특검촉구 제 차 국민행동의 날 집회에 참석해 현장에서 한 언론사와 인터뷰를 하면서 이같이 말했다 최 의원은 향후 재판을 어떻게 ,0,0
170, 친명 최민희 비명계 움직이면 당원과 함께 죽일 것 ,최 의원은 지난 일 서울 광화문에서 열린 김건희 윤석열 국정농단 규탄 특검 촉구 제 차 국민행동의 날 인식 이라며 김건희 정권 이 무너지는 조짐이 보인다고 해서 기득권이 쉽게 물러날 거 같냐 그렇지 않다고 ,0,0
171,최민희 비명계 움직이면 당원들과 함께 죽일 것 ,최 의원은 이달 일 서울 광화문에서 개최된 김건희 윤석열 국정농단 규탄 특검 촉구 제 차 국민행동의 날 집회에서 오마이 유튜브에 민주당에 숨죽이던 비명계가 움직이기 시작했다 고 한다 며 이같이 ,1,1
172,최민희 비명계 움직이면 죽는다 당원과 함께 죽일 것 ,앞서 최 의원은 지난 일 서울 도심에서 열린 김건희 윤석열 국정농단 규탄 특검촉구 제 차 국민행동의 날 집회에 참석 현장에서 오마이 와 인터뷰를 하면서 이같이 말했습니다 최 의원은 향후 재판을 어떻게 ,0,0
173,민주 정부 향해 총공세 탄핵 임기단축에 장관 교체까지 ,더불어민주당이 이재명 민주당 대표의 위증교사 혐의 심 선고와 김건희 여사 특검법 재표결을 앞두고 김 최고위원은 대북 전단을 또 방치해 남북긴장을 다시 증폭하는 정권은 정말 미쳤다 며 김건희 이슈를 ,0,1
174,청문회장에 등장한 김 여사 디올백 박장범 파우치는 팩트 라며 사 ,박장범 사장 후보자가 국회 인사청문회에서 김건희 여사가 받은 디올 핸드백에 대해 파우치가 정확한 상품명이며 팩트 사실 라고 거듭 강조했다 박 후보자는 일 국회 과학기술정보방송통신위원회의 사장 ,1,1
175,박장범 파우치 지칭했던 김건희 디올백 청문회장서 등장 포착 ,방송에서 김건희 여사와 관련된 디올백 을 파우치 라고 표현한 것에 대해 영어를 우리말로 풀어쓴 것 이라고 해명했다 조인철 더불어민주당 의원은 김건희 여사의 수수 의혹이 있었던 디올백을 청문회장에 직접 가져와 ,0,1
176,이재명 질서유지 보루인 검찰이 권한남용 김건희 특검 통과돼야 ,있다 며 김건희 여사 특검 특별검사 법을 처리해야 한다고 밝혔다 이 대표는 이날 국회에서 열린 당 국민의힘이 김건희 특검을 거부하면 국민이 용납하겠느냐 고 여당을 압박했다 박 원내대표는 대통령 배우자라도 ,1,1
177,여야 조원 규모 예산안 증 감액 심사 돌입 김건희 예산 이재명 ,여야가 김건희 예산 과 이재명 예산 등에 칼질을 예고하고 있기 때문이다 특히 법사위에서는 검찰의 특수활동비 등을 둘러싼 공방이 예상된다 앞서 야당은 권력기관 예산 인 검찰 감사원의 특수활동비 등을 ,0,1
178,최민희 비명계 움직이면 제가 당원과 함께 죽일 것 ,앞서 최 의원은 그제 서울 도심에서 열린 김건희 윤석열 국정농단 규탄 특검촉구 제 차 국민행동의 날 집회 현장에서 오마이 와 인터뷰를 하며 이같이 말했습니다 최 의원은 향후 재판을 어떻게 전망하느냐 는 질문에 ,1,1
179,이재명 김건희 범죄 은폐에 주력할 때 아냐 특검법 반드시 통과 , 일 김건희 여사 특검이 실현되도록 최선을 다하겠다 고 밝혔다 이 대표는 윤석열 대통령을 향해 친인척 아울러 이 대표는 김건희 여사 특검 반드시 통과돼야 한다 며 특검법에 대한 대통령의 거부권 재의요구권 ,1,1
180,이재명 김건희 특검 임명으로 법 질서 지켜야 ,이재명 더불어민주당 대표는 일 김건희 특검법 과 관련 검찰이 제대로 하지 못하면 특별검사를 임명해서 그 훼손되는 법 질서를 지켜내야 하는 건 너무 당연하다 고 밝혔다 이재명 대표는 이날 국회에서 열린 ,0,0
181,명태균 윤 대통령 지방 가면 나는 지 마누라 김건희 에게 간다 ,마누라 김건희 여사 한테 간다 고 말했다 명태균씨는 지난 대선 직전인 년 월초쯤 녹음된 것으로 민주당은 이를 윤 대통령 배우자 김건희 여사와의 소통으로 해석했다 명씨는 윤 대통령과의 친분도 강조했다 ,0,0
182, 국가질서 어지럽혀 특검 반드시 통과돼야 ,이상섭 기자 이재명 더불어민주당 대표는 일 김건희 여사 특검법과 관련 이번 특검은 반드시 통과돼야 이 대표는 선고 다음 날인 일 서울 광화문 앞에서 열린 김건희 윤석열 국정농단 규탄 및 특검 촉구 차 ,1,1
183, 뉴스 박장범 사장 후보자 청문회에 등장한 디올 명품백,김민지 안은나 기자 김건희 여사 디올백은 파우치 혹은 조그마한 백 이라고 발언한 박장범 사장 후보자 앵커가 김건희 여사 디올백은 파우치 혹은 조그마한 백 이라고 말했던 것과 관련 실제 디올백을 들고 나와 ,1,0
184,여 친윤 당원게시판 논란 당무감사 요구 스스로 바로잡아야 ,국민의힘 일각에서 당원게시판에 한동훈 대표와 가족 명의로 윤석열 대통령과 김건희 여사를 비방하는 글이 올라왔다는 의혹을 당무감사해야 한다는 요구가 계속되고 있다 친윤계인 김민전 국민의힘 최고위원은 일 오전 ,1,1
185,최민희 비명계 겨냥 움직이면 죽일 것 ,최 의원은 지난 일 서울 광화문에서 진행된 김건희 윤석열 국정농단 규탄 특검 촉구 제 차 국민행동의 날 집회에 참석해 오마이 유튜브에 이미 일부 언론이 민주당에 숨죽이던 비명계가 움직이기 시작했다 고 한다 ,0,0
186, 김건희 여사 명품백 사건 때 역술가에 저 감옥 가요 조언 구해 자 , 년부터 김 여사가 조언 구해 명리학자 주장 나와윤석열 대통령의 부인 김건희 여사가 년 이른바 조국 사태 때부터 윤 대통령 취임 이후인 작년 월 명품백 수수 사건 당시까지 한 역술가에게 조언을 구했다는 ,1,0
187,이재명 검찰 불공정한 권한 행사로 국가 질서 어지럽히고 있다 ,검찰이 역할을 제대로 못 하는 만큼 김건희 특검법 을 통과시켜야 한다는 취지다 이 대표는 이날 오전 당연하다 며 이번 김건희 특검은 반드시 통과돼야 한다 고 말했다 그러면서 대통령의 거부권 재의요구권 ,1,1
188,이재명 권력 남용 범죄 은폐 국가 질서 어지럽혀 ,그러면서 이번 김건희 특검은 반드시 통과돼야 한다 며 검찰이 제대로 하지 못하면 특별검사를 임명해 박 원내대표는 이번 엉터리 판결 이후 김건희 여사와 윤석열 대통령도 처벌 받아야 한다는 의견이 확산되고 ,1,0
189,명태균 변호사 이준석 명씨를 윤 대통령 부부 의중 파악 창구로 활용 , 우 김건희 여사 공천 개입 의혹과 미래한국연구소의 불법 여론조사 의혹 등 사건의 핵심 인물인 명씨의 김건희 여사에 대한 정보가 정확하지 않았다 그래서 김종인 위원장의 사모님인 김미경씨도 나한테 ,0,1
190, 이재명 심 판결은 명백한 사법살인 민주당 비판 ,이어 야당 대표와 배우자는 년 넘게 수사와 재판을 받는데 김건희 여사는 기소조차 되지 않았다 며 그러면서 대통령과 국민의힘이 특검을 거부한다면 국민이 끝까지 죄를 물을 것 이라며 정부 여당에 김건희 ,0,1
191,한동훈 판사겁박 자해행위 먹튀 방지법 이재명 공세 고삐,한 대표는 이날 오전 국회에서 열린 최고위원회의에서 이 대표와 민주당의 김건희 윤석열 국정농단 규탄 및 특검 촉구 집회에 대해 위증교사라는 건 대표적 사법 방해범죄인데 그 선고를 앞두고 더 극단적으로 ,0,1
192,박장범 후보자 인사청문회에 등장한 명품백,박장범 한국방송공사 사장 후보자 인사청문회에서 박 후보자가 윤석열 대통령과의 신년대담을 진행하면서 김건희 여사가 받은 명품백을 파우치로 표현한 것에 대해 명품백을 들고 질의하고 있다 뉴스 ,1,1
193, 심 유죄 이재명 김건희 특검 반드시 통과돼야 정치 공세 ,대표가 김건희 특검법을 겨냥하는 등 본격적인 노골적인 정치공세에 나서고 있다 이 대표는 일 국회에서 전반적으로 김건희 여사의 각종 의혹을 수사하는 데 검찰이 소극적이라고 단정지음과 동시에 김건희 ,1,0
194,최민희 비명계 움직이면 죽는다 당원과 함께 죽일 것 ,앞서 최 의원은 지난 일 서울 도심에서 열린 김건희 윤석열 국정농단 규탄 특검촉구 제 차 국민행동의 날 집회에 참석 현장에서 오마이 와 인터뷰를 하면서 이같이 말했다 최 의원은 향후 재판을 어떻게 전망하느냐 ,0,1
195,이재명 검찰 권한 남용해 나라 어지럽혀 ,이는 검찰이 김건희 여사의 의혹 수사에 소극적인 점을 지적한 것으로 풀이된다 이 대표는 국민이 이 나라의 법질서가 회복되기를 바란다 김 여사 특검 법 은 반드시 통과돼야 한다 면서 대통령의 김 여사 ,0,1
196, 징역형 심 선고에 용산 입장 없다지만 ,지난 년간 윤 대통령의 지지율이 추락한 배경에는 김건희 여사의 명품백 수수 의혹 명태균 게이트 등 윤 대통령 부부의 부적절한 처신과 위법성 논란에 있었다 하지만 이번 선고를 기점으로 국민적 관심이 이 대표로 ,0,1
197, 사법 살인 민주당 지도부 이재명 심 판결에 사법부 십자포화,그는 이 대표를 죽여야 자신들이 산다는 윤건희 윤석열 대통령 김건희 여사 정권과 검찰 한 몸 돼 억지 기소한 사건 이라며 정치 검찰 동원에 사법 말살 이라고 지적했다 현 정권을 향한 격앙된 표현도 보였다 송순호 ,0,1
198,이재명 일 수원 영동시장서 민생 행보 계속,아울러 원내는 김건희 특검법 관철을 위해 이날 오후 시 국회 본관 앞에서 선포식을 열고 오는 일까지 제 차 비상행동에 돌입한다 경기신문 김한별 기자 이재명 더불어민주당 대표가 일 국회에서 열린 ,0,0
199, 이재명 심 에 더 강한 민주 오점으로 남을 최악의 판결 ,김 최고위원은 이어 김건희 이슈를 덮겠다고 국민 안전을 볼모 삼는 무능 충성 충암파 국방장관은 분쟁 전현희 민주당 최고위원은 이재명을 죽여야 자신들이 산다는 윤석열 김건희 정권과 정치검찰이 한 몸이 되어 ,0,1
200,강혜경 명태균 당선되면 예비후보들 공천받을 거라 말해 ,강 씨는 명 씨가 대 대선을 앞두고 윤 대통령을 위해 차례에 걸쳐 억 만 원 상당의 여론조사를 하고 김건희 여사와 친분을 통해 김 전 의원의 보궐선거 공천을 약속받았다고 주장하고 있다 ,1,0
201, 엉터리 선입견 판결 민주 심 재판부 성토,박 원내대표는 이번 엉터리 판결 이후 김건희 여사와 윤석열 대통령도 처벌 받아야 한다는 의견이 확산되고 있다 면서 낙선 후보의 말 몇 마디에 이렇게 중형을 내릴 거면 당선을 위해 허위사실을 수차례 발표해 ,0,0
202,민주 이재명 심 선고 에 무죄 서울법대 나온 판사 맞나 ,있다 며 김건희 특검 수용을 촉구했다 박찬대 원내대표는 이재명 대표에 대한 심 재판 판결은 전현희 최고위원은 자력으로 정권 창출이 불가한 윤건희 윤석열 김건희 정권 이 최대 걸림돌인 이재명 ,0,1
203,한동훈 판사 겁박 대응 이재명 특검 통과돼야 ,대신 김건희 여사 특검법 을 반드시 관철하겠다는 의지를 밝혔는데요 이 대표는 검찰이 검찰권을 남용하고 범죄를 은폐하고 불공정한 권한 행사로 국가 질서를 어지럽히고 있다 고 비판하면서 검찰이 제대로 하지 ,1,1
204,이재명 국민이 법질서 회복 바란다 특검은 반드시 통과돼야 , 김건희 특검 관철 의지 강조 더불어민주당 이재명 대표는 일 국민 압도적 다수가 특검을 바란다 며 추진중인 김건희 특검 을 관철하겠다는 의미로 풀이된다 더불어민주당 이재명 대표가 일 서울 여의도 ,1,1
205,민주당 박찬대 이재명 심 판결은 사법부 역사에 오점 동조할 국민 없 ,박 원내대표는 이 대표 심 판결로 윤석열 대통령과 김건희 여사를 향한 사법적 판단이 필요하다는 여론이 더욱 강화될 것이라고 강조했다 그는 이번 엉터리 판결 이후 윤 대통령과 김 여사도 처벌받아야 한다는 여론이 ,0,1
206, 친명 최민희의 극언 비명계 움직이면 당원들과 함께 죽일 것 ,최 의원은 지난 일 서울 광화문에서 열린 김건희 윤석열 국정농단 규탄 특검 촉구 제 차 국민행동의 날 김건희 정권 이 무너지는 조짐이 보인다고 해서 기득권이 쉽게 물러날 거 같냐 그렇지 않다고 생각한다 라고 ,0,0
207,박찬대 이재명 심 최악의 판결 명백한 사법살인 ,한편 그는 제 야당 대표와 배우자가 년 넘게 수사와 재판을 받고 있는데 왜 김건희 여사에 대한 수사는 제대로 이뤄지지 않고 심지어 기소조차 되지 않았나 라고 따져 물었다 이 대표 배우자인 김혜경 씨에 대한 판결을 ,0,0
208, 포토 공직선거법 유죄 판결 후 첫 최고위 참석한 이재명 대표,이날 이 대표는 김건희 여사 특검법에 대한 강경한 입장을 밝혔다 그는 국민의 압도적 다수가 김건희 특검을 바라고 있다 며 특검법이 반드시 실현되도록 최선을 다하겠다 고 밝혔다 일요시사 ,1,1
209,명품백 들고 질의하는 조인철 의원,박장범 한국방송공사 사장 후보자 인사청문회에서 박 후보자가 윤석열 대통령과의 신년대담을 진행하면서 김건희 여사가 받은 명품백을 파우치로 표현한 것에 대해 명품백을 들고 질의하고 있다 뉴스 ,1,1
210,송순호 민심의 도씨는 김건희 특검 ,송순호 더불어민주당 최고위원이 일 오전 서울 여의도 국회에서 열린 최고위원회의에 참석해 발언하고 있다 뉴스 ,1,1
211,박찬대 이재명 심 유죄 판결 사법 살인 법적 안정성 훼손 ,박 원내대표는 윤석열 대통령과 김건희 여사도 처벌받아야한다는 여론이 확산되고 있다고 주장했다 박 원내대표는 이번 엉터리 판결 이후 김건희 여사와 윤석열 대통령도 처벌받아야 한다는 여론이 확산하고 있다 면서 ,0,1
212, 명백한 사법살인 민주 이재명 심 실형 작심 비판,이재명 대표는 무죄 라며 이 대표를 죽여야 자신들이 산다는 윤건희 윤석열 대통령 김건희 여사 부부 한편 이재명 대표는 이날 판결에 대한 직접적인 언급은 하지 않았지만 검찰을 비판하면서 김건희 특검법 통과를 ,0,1
213,과방위 전체회의에 등장한 명품백,더불어민주당 의원 등이 조인철 의원이 박 후보자가 윤석열 대통령과의 신년대담을 진행하면서 김건희 여사가 받은 명품백을 파우치로 표현한 것에 대한 질의를 하기 위해 준비한 명품백을 보고 있다 뉴스 ,1,1
214, 기자 명 반대 성명에도 박장범 반성할 생각 없어 ,박 후보자가 지난 월 윤석열 대통령 신년대담 중 김건희 여사가 받은 디올백을 파우치 라고 표현한 것이 권력에 대한 아부라는 지적에 대해선 파우치는 팩트 사실 이고 상품명 이라고 반박했다 ,0,1
215,이재명 김건희 특검 반드시 통과돼야 ,이재명 더불어민주당 대표가 김건희 여사 특검법이 반드시 통과돼야 한다고 재차 강조했습니다 이 대표는 오늘 일 오전 국회에서 열린 최고위원회의에서 민주공화국의 주인은 주권자인 국민이고 국민들이 이 나라의 ,1,1
216,이재명 불공정한 권한 행사로 국가 질서 어지렵혀 ,그는 검찰이 제대로 하지 못하면 특별검사를 임명해 훼손되는 법 절차와 법 질서를 지키는 것이 당연하다 며 김건희 특검법 은 반드시 통과되어야 한다 고 강조했다 검찰이 김건희 여사를 둘러싼 각종 의혹을 ,1,0
217,민주 무죄로 단일대오 윤 대통령 부부 논란 직격,예상되는 김건희 여사 특검법 의 재표결을 앞둔 상황에서 내부 분열이야말로 당의 더 큰 위기라는 인식이 특히 시민단체와 함께 집회를 개최해 김 여사의 각종 의혹을 규명할 김건희 여사 특검법 의 수용을 압박할 ,0,1
218, 거짓 에 단죄당한 이재명 국민도 그를 버리기 시작했다 포커스 ,일대에서 김건희 윤석열 국정농단 규탄 특검 촉구 제 차 국민 행동의 날 집회를 열었다 이 대표가 일 장외집회는 김건희 여사를 겨눈 특검 촉구와 정부 규탄을 명분으로 시작했지만 이 대표의 무죄를 주장하는 ,0,1
219,국힘 분풀이식 검찰 특활비 삭감 정부안대로 되돌려놓겠다 ,김 의장은 민주당이 김건희 예산 이라고 한 사업 예산에 대해서도 사수 의지를 밝혔다 민주당은 김 여사가 관심을 기울인 개 식용 종식 관련 예산 억원 자살예방 등 마음 건강 지원 사업 예산 억원의 감액을 ,1,0
220,박찬대 이재명 심 판결은 명백한 사법살인 ,박 원내대표는 야당 대표와 배우자는 년 넘게 수사와 재판을 받는데 김건희 여사는 기소조차 되지 뒤이어 대통령과 국민의힘이 특검을 거부한다면 국민이 끝까지 죄를 물을 것 이라며 정부 여당에 김건희 여사 ,0,1
221, 김건희 특검 촉구 차 비상행동 돌입 일 장외집회도 예고, 일 김건희 특검법 관철을 위한 차 비상행동에 돌입한다 황정아 민주당 대변인은 이날 최고위원회의 후 오늘 오후 시 선포식을 개최하고 오는 일까지 비상행동을 이어갈 예정 이라고 말했다 민주당은 또 김건희 ,0,1
222,이재명 김여사특검 임명해 훼손되는 법질서 지켜야 ,따라서 김건희 여사 특검이 반드시 실현될 수 있도록 최선을 다하겠다 고 밝혔다 이재명 대표는 이날 오전 앞서 수사대상을 도이치모터스 주가조작 의혹과 공천개입 의혹 등으로 한정한 김건희 여사 특검법 은 이 ,0,1
223, 이슈 인사이트 그들만의 조지 오웰식 국어사전 ,아내 김건희 여사에게 제기된 의문에 대해 부인이 남들한테 좀 욕 안 얻어먹고 원만하게 잘하기를 바라는 궁금증이 많은 한 네티즌이 국립국어원 홈페이지에 정말 김건희 여사의 행동을 국정농단으로 칭할 수 없는 ,0,0
224,이재명 국민 다수 바라는 특검 거부권 예상 ,이투데이 정성욱 기자 | 민주당 최고위원회의서 발언 특검 실현 최선 주가 하락 외인 주식 비중 최저 정책 전환해야 이재명 더불어민주당 대표가 국민의 압도적 다수가 김건희 여사 특검을 바라고 있는 만큼 ,0,1
225,박찬대 이재명 심은 사법살인 보수서도 비판 나와 ,박 원내대표는 이 대표에 대한 심 판결이 윤석열 대통령과 배우자 김건희 여사를 압박하는 기폭제가 될 것이라고도 말했다 그는 이번 엉터리 판결로 김건희 윤석열 처벌 여론이 늘었다 국민들은 그런데 김건희 는 ,1,1
226,이재명 이 나라 대통령 것 아냐 특검으로 법질서 지켜내야 ,이재명 더불어민주당 대표가 김건희 특검법 이 반드시 통과돼야 한다면서 검찰이 제대로 하지 못하면 이어 주권자 국민이 이 나라의 법질서 회복을 바라고 있다 며 김건희 특검법은 반드시 통과돼야 한다 고 ,0,1
227,이재명 국민 압도적 다수가 바라는 특검 실현에 최선 ,더불어민주당 이재명 대표는 오는 일 국회 재표결이 예상되는 김건희 여사 특검법 을 국민의 압도적 다수가 바라고 있다며 반드시 통과되어야 한다고 말했습니다 이 대표는 최고위원회의에서 검찰이 불공정한 권한 ,1,1
228,이재명 김건희 특검법 거부권 예상 나라는 대통령 혼자 것 아냐 ,이 대표의 발언은 검찰이 김건희 여사의 각종 의혹을 수사하는 데 소극적이라는 점을 언급하며 김건희 여사 특검법 의 필요성을 강조한 것으로 풀이됩니다 이 대표는 국민이 이 나라의 법 질서 회복을 바란다 며 특검은 ,0,1
229,이재명 김건희 특검법 반드시 통과 유죄 선고 뒤 첫 공개발언,당연하다 며 김건희 특검법 처리를 거듭 압박했다 공직선거법 위반 혐의로 지난 일 심에서 의원직 이 대표는 대통령의 김건희 특검법에 대한 거부권 행사가 예상된다 면서도 그러나 국민의 압도적 ,1,1
230,민주 이재명 방어 총력전 윤 대통령 부부 겨냥하며 전열 정비,민주당 내에서는 오는 일 이 대표의 위증교사 혐의 심 선고를 비롯해 윤석열 대통령이 재의요구권을 행사할 경우 일로 예상되는 김건희 여사 특검법 의 재표결을 앞둔 상황에서 분열이야말로 당의 더 큰 위기라는 ,0,1
231, 김건희 예산 지키고 검찰 특활비 복원 국민의힘 내년도 예산안 심 ,국민의힘은 일 야당이 추진하는 김건희 표 예산 삭감을 저지하고 상임위원회에서 삭감된 검찰 김건희 표 예산으로 불리는 개 식용 종식 마음투자 지원 예산에 대해서는 삭감을 저지하겠다는 의지를 밝혔다 김 ,1,0
232,조국 민주당 김건희 특검법은 올리면서 왜 검찰개혁법은 안 올리나 ,조국 조국혁신당 대표는 일 더불어민주당을 향해 김건희 특검법은 대통령이 거부할 것을 감수하면서도 본회의에 올리면서 왜 검찰의 수사 기소 분리 법안은 올리지 않는 건가 라고 지적했다 조 대표는 이날 오전 ,0,1
233, 대통령이 김건희 머슴이냐 퇴진 교수도 직격 ,또 대통령 부인으로 내조만 하겠다던 김건희 여사가 권력을 이용해 국정을 농단하는 작금의 사태를 지켜보기에는 인내의 한계점에 도달하였다 며 윤석열 대통령은 대한민국 대통령이 아닌 김건희 여사의 머슴 이냐고 ,0,0
234,이재명 권한남용 범죄 은폐로 질서 어지럽혀 특검 통과돼야 ,특검은 반드시 통과돼야 한다 며 김건희 여사 특검법 의 필요성을 강조했다 이어 대통령의 특검법에 대한 거부권 재의요구권 행사가 예상되지만 이 나라는 대통령 혼자의 것이 아니다 라며 국민의 압도적 다수가 ,0,1
235,이재명 심 언급 없이 김건희 특검법 통과돼야 ,이재명 더불어민주당 대표가 일 오전 서울 여의도 국회에서 최고위원회의를 마친 후 이석하고 있다 뉴스 ,0,1
236,창원지검 대통령 내외 고발 시민단체 대표 일 고발인 조사,이 단체는 지난달 일과 일 두 차례에 걸쳐 윤석열 대통령과 김건희 여사 명태균씨 김영선 전 의원 하고 김건희 여사와 친분을 통해 김 전 의원의 보궐선거 공천을 약속받았다고 주장해 왔다 검찰은 지난 일 명 ,0,1
237,조국혁신당 민주당 얼마나 더 당할건가 수사 기소 분리 동참하라 ,한편 김건희 여사가 자신과 윤 대통령이 정치적 고비에 처할 때마다 역술인들에게 정치적 조언을 구했다는 보도에 대해 조 대표는 무속 중독 이라고 꼬집었다 그는 윤석열 김건희 부부는 사주나 무속 풍수 등에 ,0,1
238,박장범 디올백은 파우치 조그만 백 발언 영어를 우리말로 풀어 쓴 ,박장범 사장 후보자가 김건희 여사 디올백은 파우치 혹은 조그마한 백 이라고 발언했던 것에 대해 때 김건희 여사 디올백은 파우치 혹은 조그마한 백 이라고 말했던 것과 관련해 영어를 우리말로 풀어쓴 것 ,1,0
239,민주당 미친 판결 비난 판사 탄핵 엔 소수 의견 ,이어 실제 발언을 왜곡 짜집기한 것을 유죄로 인정한 판결은 전제부터 틀렸고 심지어 헌법재판소의 판결과 대법원 판례마저 무시한 판결로 법적 안정성과 신뢰성을 크게 훼손했다 며 이번 엉터리 판결 이후 김건희 ,0,0
240,이재명 심 선고 후 첫 최고위 김건희 특검법 통과돼야 ,이재명 더불어민주당 대표가 일 오전 서울 여의도 국회에서 최고위원회의를 마친 후 이석하고 있다 뉴스 ,1,1
241,최민희 비명계 움직이면 죽는다 당원과 함께 죽일 것 발언 논란,최 의원은 이날 오후 오후 광화문 일대에서 진행된 김건희 윤석열 국정농단 규탄 특검 촉구 제 차 국민행동의 날 집회에 나와 오마이 등 유튜브 채널과의 인터뷰에서 다시 숨죽이고 있던 민주당 내 분열 세력들이 ,0,1
242,이재명 대표 김건희 특검법 반드시 통과돼야 ,이재명 더불어민주당 대표가 일 오전 서울 여의도 국회에서 열린 최고위원회의에 참석해 발언하고 있다 뉴스 ,1,1
243,이재명 김건희 특검법 반드시 통과돼야 ,이재명 더불어민주당 대표가 일 오전 서울 여의도 국회에서 열린 최고위원회의에 참석해 전현희 최고위원 발언을 들으며 생각에 잠겨 있다 뉴스 ,1,1
244,이재명 민생 행보 지속 무협 전상연 등 만나며 외연 확장,한편 민주당은 김건희 특검법 관철을 위해 이날부터 차 비상행동에 돌입한다 이와 함께 오는 일에는 시민사회와 함께 수도권 집중 장외집회를 일에는 전국 단위의 집회를 계획하고 있다 ,1,1
245,이재명 민주공화국 주인은 국민 김민석 서초동 주인도 국민 , 김건희 특검 관철을 강조한 메시지였지만 지난 일 나온 이 대표의 선거법 위반 사건 판결과 맞물려 눈길을 끌었다 이 대표는 일 당 최고위 공개회의에서 질서 유지의 최후 보루라고 할 검찰이 검찰권을 남용하고 ,0,0
246,박찬대 이재명 심 엉터리 판결 명백한 사법살인 ,박 원내대표는 오히려 김건희 여사와 윤석열 대통령이 처벌받아야 한다고 주장했습니다 그는 제 야당 대표와 배우자가 년 넘게 수사와 재판을 받고 있는데 왜 김건희 여사에 대한 수사는 제대로 이뤄지지 않고 심지어 ,0,1
247,민주 일 장외집회 이재명은 민생 행보 ,민주당은 지난 일 김건희 윤석열 국정농단 규탄 특검 촉구 장외 집회를 시작으로 지난 일까지 총 차례의 정권 규탄 집회를 진행했다 원내는 김건희 특검법 관철을 위한 차 비상행동에 돌입한다 황 대변인은 ,0,0
248,이재명 검찰 권한 남용 범죄 은폐로 나라 어지럽혀 ,검찰이 윤 대통령 측근의 각종 의혹을 수사하는 것에 소극적이라는 점을 짚고 김건희 여사 특검법의 필요성을 다시 한번 역설한 것으로 풀이된다 이 대표는 이 나라는 대통령 혼자의 것이 아니다 라며 국민의 압도적 ,0,1
249,이재명 검찰 권한남용 범죄 은폐 특검 통과돼야 ,이는 검찰이 윤석열 대통령의 부인 김건희 여사의 각종 의혹을 수사하는 데 소극적이라고 지적하면서 김 여사 특검법 의 필요성을 역설한 것으로 보인다 그는 국민이 이 나라의 법 질서 회복을 바란다 면서 특검은 ,0,0
250, 이 나라는 대통령 혼자의 것이 아니다 이상섭의 포토가게 , 이번 김건희 여사 특검법은 반드시 통과돼야 한다 며 대통령의 거부권 행사가 예상되지만 이 나라는 이상섭 기자 이 대표는 선고 다음 날인 지난 일 서울 광화문 앞에서 열린 김건희 윤석열 국정농단 규탄 및 ,0,1
251,이재명 김건희 특검법 이번에 반드시 통과돼야 ,이재명 더불어민주당 대표가 일 김건희 여사 특검법 에 대해 이번 특검은 반드시 통과돼야 한다 고 이 대표는 이 선고 다음 날인 지난 일 서울 광화문 앞에서 열린 김건희 윤석열 국정농단 규탄 및 특검 촉구 차 ,1,1
252,박형욱 위원장 무조건 협상 없다 책임자 문책하라 ,의료 소송 위험을 다루면서 김건희 여사의 명품 가방 수수 논란도 언급했다 박 위원장은 정부 의료사고심의위원회 에서 의사 중과실이 아니라고 판단해도 검사가 기소하면 막을 방법이 있느냐 면서 대검찰청 ,0,1
253,이재명 검찰 불공정 권한 행사로 국가 질서 어지럽혀 , 김건희 여사 특검법 관철 의지도 드러냈다 그는 검찰이 제대로 못 하면 특검을 임명해 훼손되는 법 절차와 질서를 지켜내야 하는 건 너무 당연하다 며 이번 특검은 반드시 통과돼야 한다 대통령 거부권 행사가 예상이 ,1,0
254,명품백 들고 질의하는 조인철 의원,박장범 한국방송공사 사장 후보자 인사청문회에서 박 후보자가 윤석열 대통령과의 신년대담을 진행하면서 김건희 여사가 받은 명품백을 파우치로 표현한 것에 대해 명품백을 들고 질의하고 있다 뉴스 ,1,1
255,홍준표 뒷담화하고 당원 게시판에 비방글이나 쓰는 비열한 짓 하지 말 ,최근 국민의힘 내부에서는 윤석열 대통령과 김건희 여사를 비난한 당원 게시판 글과 관련된 논란이 이어지고 있다 해당 글의 작성자가 한 대표와 그의 가족들의 이름과 같다는 의혹이 제기되며 친윤 친윤석열 계에서는 ,0,1
